generic-name,MachineLearningResearch-accession-number,type,unii,cas-number,iupac-name,smiles,Structure,Chembl,Average weight,Monoisotopic weight,Synonyms,Categories,Substituents
Rovalpituzumab tesirine,,Biotech,P256HB60FF,1613313-09-9,,,,,,,"0    Rovalpituzumab tesirine
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1                              Antibodies
2                  Antibodies, Monoclonal
3       Antibodies, Monoclonal, Humanized
4                            Benzazepines
5                          Blood Proteins
6                               Globulins
7      Heterocyclic Compounds, Fused-Ring
8                         Immunoglobulins
9                     Immunologic Factors
10                         Immunoproteins
11                               Proteins
12                        Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Urocortin-2,,Biotech,2IH21SQ983,351999-18-3,,,,,,,"0     Urocortin 2
1    Urocortin II
Name: nan_synonyms, dtype: object","0                  Amino Acids, Peptides, and Proteins
1                                             Hormones
2    Hormones, Hormone Substitutes, and Hormone Ant...
3                                        Neuropeptides
4                                     Peptide Hormones
5                                             Peptides
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Namilumab,,Biotech,MED485W763,1206681-39-1,,,,,,,"0        MT203
1    Namilumab
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                             Antibodies
2                 Antibodies, Monoclonal
3                         Blood Proteins
4                              Globulins
5                        Immunoglobulins
6                         Immunoproteins
7                               Proteins
8                        Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Racotumomab,,Biotech,52G405U1E5,946832-34-4,,,,,,,"0    Racotumomab
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                             Antibodies
2                 Antibodies, Monoclonal
3                         Blood Proteins
4                              Globulins
5                        Immunoglobulins
6                         Immunoproteins
7                               Proteins
8                        Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Torapsel,,Biotech,SU09HUV8AJ,204658-47-9,,,,,,,"0    Torapsel
Name: nan_synonyms, dtype: object","Series([], Name: nan_cat, dtype: object)","Series([], Name: nan_subs, dtype: object)"
Tregalizumab,,Biotech,43D26MK176,1207446-68-1,,,,,,,"0    Tregalizumab
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                             Antibodies
2                 Antibodies, Monoclonal
3      Antibodies, Monoclonal, Humanized
4                         Blood Proteins
5                              Globulins
6                        Immunoglobulins
7                         Immunoproteins
8                               Proteins
9                        Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Dolcanatide,,Biotech,WU977T914K,1092457-65-2,,,,,,,"0    Dolcanatide
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                      Enzyme Activators
2                Gastrointestinal Agents
3            Guanylyl Cyclase C Agonists
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Olokizumab,,Biotech,PAI71R1D2W,1007223-17-7,,,,,,,"0    Olokizumab
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                             Antibodies
2                 Antibodies, Monoclonal
3      Antibodies, Monoclonal, Humanized
4                         Blood Proteins
5                              Globulins
6                        Immunoglobulins
7                         Immunoproteins
8                               Proteins
9                        Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Sizofiran,,Small Molecule,7F763NNC9X,9050-67-3,Not Available,Not Available,,,,,"0      Sizofiran
1    Sizofiranum
2      Sonifilan
Name: nan_synonyms, dtype: object","0                               Adjuvants, Immunologic
1                                Antineoplastic Agents
2                    Antineoplastic Agents, Phytogenic
3                                         beta-Glucans
4                                        Carbohydrates
5    Compounds used in a research, industrial, or h...
6                                              Glucans
7                                  Immunologic Factors
8                                      Polysaccharides
Name: nan_cat, dtype: object",
Serrapeptase,,Biotech,NL053ABE4J,95077-02-4,,,,,,,"0         Serrapeptase
1    Serratiopeptidase
Name: nan_synonyms, dtype: object","0                          Analgesics
1            Analgesics, Non-Narcotic
2            Anti-Inflammatory Agents
3                Antirheumatic Agents
4                             Enzymes
5               Enzymes and Coenzymes
6                          Hydrolases
7    Peripheral Nervous System Agents
8               Sensory System Agents
9                            Serratia
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Von Willebrand factor human,,Biotech,ZE22NE22F1,109319-16-6,,,,,,,"0                    Factor con Willebrand
1                    Factor von Willebrand
2              Human von willebrand factor
3                    Von willebrand factor
4            Von willebrand factor (human)
5    Von willebrand factor complex (human)
6             von Willebrand factor, human
7                  Von willebrand's factor
Name: nan_synonyms, dtype: object","0                 Amino Acids, Peptides, and Proteins
1                                  Biological Factors
2                      Blood and Blood Forming Organs
3                           Blood Coagulation Factors
4                                      Blood Proteins
5                                         Hemostatics
6                      Increased Coagulation Activity
7                      Increased Platelet Aggregation
8                                            Proteins
9                               von Willebrand Factor
10    von Willebrand Factor, antagonists & inhibitors
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Bezlotoxumab,,Biotech,4H5YMK1H2E,1246264-45-8,,,,,,,"0    Bezlotoxumab
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1     Antibacterial monoclonal antibodies
2                              Antibodies
3                  Antibodies, Monoclonal
4                Antibodies, Neutralizing
5         Antiinfectives for Systemic Use
6                          Blood Proteins
7                               Globulins
8         Immune Sera and Immunoglobulins
9                         Immunoglobulins
10                         Immunoproteins
11                               Proteins
12                        Serum Globulins
13               Specific Immunoglobulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Lenograstim,,Biotech,6WS4C399GB,135968-09-1,,,,,,,"0                             G-CSF (CHO cell derived)
1                       Glycosylated recombinant G-CSF
2    Glycosylated recombinant granulocyte colony st...
3    Granulocyte colony stimulating factor 3 (CHO c...
4    Granulocyte colony-stimulating factor lenograstim
5                                          Lenograstim
6                Lenograstim (genetical recombination)
7                                     Lenograstim rDNA
Name: nan_synonyms, dtype: object","0                            Adjuvants, Immunologic
1               Amino Acids, Peptides, and Proteins
2        Antineoplastic and Immunomodulating Agents
3                                Biological Factors
4                        Colony-Stimulating Factors
5                                         Cytokines
6                                     Glycoproteins
7            Granulocyte Colony-Stimulating Factors
8                                Hematologic Agents
9                 Hematopoietic Cell Growth Factors
10                              Immunologic Factors
11    Intercellular Signaling Peptides and Proteins
12                                         Peptides
13                                         Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Pancrelipase lipase,,Biotech,8MYC33932O,9001-62-1,,,,,,,"0    Lipase, pancreatic
1     Pancreatic lipase
Name: nan_synonyms, dtype: object","0    Carboxylic Ester Hydrolases
1                        Enzymes
2          Enzymes and Coenzymes
3                      Esterases
4        Gastrointestinal Agents
5                     Hydrolases
6                         Lipase
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Coagulation factor X human,,Biotech,HYF6HN9XGQ,Not Available,,,,,,,"0               Coagulation factor X
1       Coagulation factor X (human)
2                           Factor X
3    Factor X (stuart prower factor)
4         Human coagulation factor X
5               Stuart-prower factor
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1                      Biological Factors
2          Blood and Blood Forming Organs
3               Blood Coagulation Factors
4                          Blood Proteins
5                       Enzyme Precursors
6                   Enzymes and Coenzymes
7                                Factor X
8                      Factor X, agonists
9                             Hemostatics
10         Increased Coagulation Activity
11                     Protein Precursors
12                               Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Protein S human,,Biotech,90J3F6N5FN,Not Available,,,,,,,"0                        Protein S
1                Protein S (human)
2    Vitamin K-dependent protein S
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                         Anticoagulants
2                     Biological Factors
3    Blood Coagulation Factor Inhibitors
4              Blood Coagulation Factors
5                         Blood Proteins
6                          Glycoproteins
7                     Hematologic Agents
8                               Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Coagulation factor VII human,,Biotech,4156XVB4QD,Not Available,,,,,,,"0              Coagulation factor VII (human)
1                                  Factor VII
2                   Factor VII (proconvertin)
3                            Factor VII human
4                Human coagulation factor VII
5                                Proconvertin
6    Serum prothrombin conversion accelerator
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1                      Biological Factors
2          Blood and Blood Forming Organs
3               Blood Coagulation Factors
4                          Blood Proteins
5                       Enzyme Precursors
6                   Enzymes and Coenzymes
7                             Hemostatics
8          Increased Coagulation Activity
9                      Protein Precursors
10                               Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Anti-inhibitor coagulant complex,,Biotech,CS849DUN3M,Not Available,,,,,,,"0    Activated prothrombin complex concentrate
1              Antiinhibitor coagulant complex
2               Factor VIII bypassing fraction
3     Factor VIII inhibitor bypassing activity
4     Factor VIII inhibitor bypassing fraction
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                     Biological Factors
2         Blood and Blood Forming Organs
3              Blood Coagulation Factors
4                         Blood Proteins
5                             Coagulants
6                     Hematologic Agents
7                            Hemostatics
8                               Proteins
9      Reversed Anticoagulation Activity
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Coagulation Factor IX Human,,Biotech,6U90Y1795T,181054-95-5,,,,,,,"0          Antihemophilic factor B
1    Coagulation factor IX (human)
2                Factor IX (Human)
3             Factor IX purificado
4      Human coagulation factor IX
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1                      Biological Factors
2          Blood and Blood Forming Organs
3               Blood Coagulation Factors
4                          Blood Proteins
5                       Enzyme Precursors
6                   Enzymes and Coenzymes
7                               Factor IX
8                             Hemostatics
9          Increased Coagulation Activity
10                     Protein Precursors
11                               Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Nusinersen,,Biotech,5Z9SP3X666,1258984-36-9,,,,,,,"0    Nusinersen
Name: nan_synonyms, dtype: object","0                          Antisense Oligonucleotides
1                         Increased Protein Synthesis
2                             Musculo-Skeletal System
3         Nucleic Acids, Nucleotides, and Nucleosides
4                                         Nucleotides
5                                     Polynucleotides
6    Survival Motor Neuron-2-directed RNA Interaction
Name: nan_cat, dtype: object",
"Antihemophilic factor, human recombinant",,Biotech,P89DR4NY54,139076-62-3,,,,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL2108175,,,"0          Antihemophilic factor (recombinant)
1            Antihemophilic factor recombinant
2     Antihemophilic factor, human recombinant
3           Antihemophilic factor, recombinant
4         Coagulation factor VIII, recombinant
5                           Factor VIII (rDNA)
6                    Factor VIII (Recombinant)
7                         Factor VIII recombin
8                     Factor VIII, recombinant
9              Human Factor VIII (Recombinant)
10               Human factor VIII recombinant
11                                Octocog alfa
12                                        rAHF
13      Recombinant antihemophilic factor VIII
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1                      Biological Factors
2          Blood and Blood Forming Organs
3               Blood Coagulation Factors
4                          Blood Proteins
5                           Carbohydrates
6                           Disaccharides
7                            Hemophilia A
8                             Hemostatics
9            Human Antihemophilic Factors
10         Increased Coagulation Activity
11                       Oligosaccharides
12                        Polysaccharides
13                     Protein Precursors
14                               Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Omega-6 fatty acids,,Small Molecule,116Z6MZN1M,Not Available,Not Available,Not Available,,,,,"0        n-6 fatty acids
1          Omega 6 acids
2    Omega 6 fatty acids
3        ω-6 fatty acids
Name: nan_synonyms, dtype: object","0                 Fatty Acids
1    Fatty Acids, Unsaturated
2                      Lipids
Name: nan_cat, dtype: object",
Tunicamycin,,Small Molecule,55W4525Q2E,11089-65-9,Not Available,Not Available,,,,,"Series([], Name: nan_synonyms, dtype: object)","0                          Anti-Bacterial Agents
1                          Anti-Infective Agents
2    Nucleic Acids, Nucleotides, and Nucleosides
3                                    Nucleosides
4                         Pyrimidine Nucleosides
5                                    Pyrimidines
Name: nan_cat, dtype: object",
Cerliponase alfa,,Biotech,X8R2D92QP1,151662-36-1,,,,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL3544921,,,"0                                     Cerliponase alfa
1       Immature cell growth-inhibiting gene 1 protein
2               Immature human tripeptidyl-peptidase 1
3    Immature lysosomal pepstatin-insensitive protease
4                     Immature tripeptidyl-peptidase I
Name: nan_synonyms, dtype: object","0                      Alimentary Tract and Metabolism
1                  Amino Acids, Peptides, and Proteins
2                                              Enzymes
3                                Enzymes and Coenzymes
4                                        Exopeptidases
5                                           Hydrolases
6    Hydrolytic Lysosomal N-terminal Tripeptidyl Pe...
7                                   Peptide Hydrolases
8                                             Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
,,,,,,,,,,,"Series([], Name: nan_synonyms, dtype: object)",,
Calcitonin porcine,,Biotech,A385N5VGB4,12321-44-7,,,,,,,"0         alpha-Thyrocalcitonin (pig)
1     alpha-Thyrocalcitonin (porcine)
2                Calcitonin (porcine)
3           Calcitonin (pork natural)
4                   Calcitonin (pork)
5                  Calcitonin (swine)
6                     Calcitonin Pork
7                  Calcitonin,porcine
8           Pig alpha-thyrocalcitonin
9                      Pig calcitonin
10                 Porcine calcitonin
Name: nan_synonyms, dtype: object","0                     Bone Density Conservation Agents
1                              Calcitonin Preparations
2                                  Calcium Homeostasis
3    Systemic Hormonal Preparations, Excl. Sex Horm...
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Antihemophilic factor human,,Biotech,839MOZ74GK,Not Available,,,,,,,"0             Antihemophilic factor VIII human
1                 Antihemophilic factor, human
2    Antihemophilic factor, human (monoclonal)
3                  Antihemophilic factor,human
4                            F8 protein, human
5         Factor VIII (antihaemophilic factor)
6                          Factor VIII (human)
7                           factor VIII, human
8                Human coagulation factor VIII
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1                      Biological Factors
2          Blood and Blood Forming Organs
3               Blood Coagulation Factors
4                          Blood Proteins
5                              Coagulants
6                             Factor VIII
7                      Hematologic Agents
8                            Hemophilia A
9                             Hemostatics
10           Human Antihemophilic Factors
11         Increased Coagulation Activity
12                     Protein Precursors
13                               Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Vitex agnus-castus fruit extract,,Biotech,433OSF3U8A,Not Available,,,,,,,"0    Agni casti fructus
1           Chaste tree
Name: nan_synonyms, dtype: object","0                                Angiosperms
1                        Biological Products
2                           Complex Mixtures
3                                Embryophyta
4                                  Eukaryota
5     Genito Urinary System and Sex Hormones
6                                  Lamiaceae
7                                   Lamiales
8                Pharmaceutical Preparations
9                             Plant Extracts
10                        Plant Preparations
11                     Premenstrual Syndrome
12                              Streptophyta
13                              Tracheophyta
14                             Viridiplantae
Name: nan_cat, dtype: object",
Hedera helix leaf extract,,Biotech,ZP9XFG71A7,Not Available,,,,,,,"0         Hedera helix leaf
1    Hederae helicis folium
Name: nan_synonyms, dtype: object","0    Cough and Cold Preparations
1                   Expectorants
Name: nan_cat, dtype: object",
Horse chestnut,,Biotech,3C18L6RJAZ,Not Available,,,,,,,"0    Hippocastani semen
Name: nan_synonyms, dtype: object","0                      Angiosperms
1              Biological Products
2     Capillary Stabilizing Agents
3                 Complex Mixtures
4                      Embryophyta
5                        Eukaryota
6                 Hippocastanaceae
7      Pharmaceutical Preparations
8                   Plant Extracts
9               Plant Preparations
10                     Sapindaceae
11                    Streptophyta
12                    Tracheophyta
13                 Vasoprotectives
14                   Viridiplantae
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Valerian,,Biotech,JWF5YAW3QW,8057-49-6,,,,,,,"0    Valerianae radix
Name: nan_synonyms, dtype: object","0                                           Angiosperms
1                                   Biological Products
2                    Central Nervous System Depressants
3                                      Complex Mixtures
4                                            Dipsacales
5                                           Embryophyta
6                                             Eukaryota
7                            Herbs and Natural Products
8                               Hypnotics and Sedatives
9     Miscellaneous Anxiolytics Sedatives and Hypnotics
10                                       Nervous System
11                          Pharmaceutical Preparations
12                                   Plant Preparations
13                                        Psycholeptics
14                                         Streptophyta
15                                         Tracheophyta
16                                        Valerianaceae
17                                        Viridiplantae
Name: nan_cat, dtype: object",
Kallidinogenase,,Biotech,OT9M1PSK9N,9001-01-8,,,,,,,"0    Kallidinogenase
Name: nan_synonyms, dtype: object","0       Amino Acids, Peptides, and Proteins
1                        Biological Factors
2                 Blood Coagulation Factors
3                            Blood Proteins
4                                Coagulants
5                            Endopeptidases
6                                   Enzymes
7                     Enzymes and Coenzymes
8                          Fertility Agents
9                    Fertility Agents, Male
10                       Hematologic Agents
11                               Hydrolases
12                              Kallikreins
13    Kallikreins, antagonists & inhibitors
14                       Peptide Hydrolases
15                  Peripheral Vasodilators
16                                 Proteins
17              Reproductive Control Agents
18                    Serine Endopeptidases
19                         Serine Proteases
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Pepsin,,Biotech,GID333S43J,9001-75-6,,,,,,,"0       Lactated pepsin
1              Pepsin A
2        Pepsin porcine
3        Pepsin, bovine
4               Pepsina
5    Saccharated pepsin
Name: nan_synonyms, dtype: object","0        Alimentary Tract and Metabolism
1           Aspartic Acid Endopeptidases
2                Aspartic Acid Proteases
3              Digestives, Incl. Enzymes
4                         Endopeptidases
5                    Enzyme Preparations
6                                Enzymes
7                  Enzymes and Coenzymes
8                Gastrointestinal Agents
9                             Hydrolases
10    Pepsin A, antagonists & inhibitors
11                    Peptide Hydrolases
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Brinase,,Biotech,Z3GVO2327F,9000-99-1,,,,,,,"0      Brinase
1    Brinolase
Name: nan_synonyms, dtype: object","0                                 Anticoagulants
1                 Blood and Blood Forming Organs
2                          Cardiovascular Agents
3                         Cell-mediated Immunity
4                                 Endopeptidases
5                                        Enzymes
6                          Enzymes and Coenzymes
7                       Fibrin Modulating Agents
8                            Fibrinolytic Agents
9                             Hematologic Agents
10                                    Hydrolases
11                   Increased Histamine Release
12                      Increased IgG Production
13    Non-Standardized Fungal Allergenic Extract
14                            Peptide Hydrolases
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Lipegfilgrastim,,Biotech,4AWF0N6QV3,1117844-87-7,,,,,,,"0    Lipegfilgrastim
Name: nan_synonyms, dtype: object","0                            Adjuvants, Immunologic
1                                          Alcohols
2               Amino Acids, Peptides, and Proteins
3        Antineoplastic and Immunomodulating Agents
4                                Biological Factors
5                        Colony-Stimulating Factors
6                                         Cytokines
7                                  Ethylene Glycols
8                                           Glycols
9                                     Glycoproteins
10           Granulocyte Colony-Stimulating Factors
11                Hematopoietic Cell Growth Factors
12    Intercellular Signaling Peptides and Proteins
13                        Macromolecular Substances
14                                 Pegylated agents
15                                         Peptides
16                                         Polymers
17                                         Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Trenonacog alfa,,Biotech,OMD1OJM5L7,1232401-60-3,,,,,,,"0    Trenonacog alfa
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                     Biological Factors
2              Blood Coagulation Factors
3                         Blood Proteins
4                      Enzyme Precursors
5                  Enzymes and Coenzymes
6                     Protein Precursors
7                               Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Begelomab,,Biotech,360N6PY2A1,1403744-56-8,,,,,,,"0    Begelomab
Name: nan_synonyms, dtype: object","0    Antineoplastic and Immunomodulating Agents
1                      Immunosuppressive Agents
2                  Selective Immunosuppressants
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Lysozyme,,Biotech,968JKA7T33,12650-88-3,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","0                   Anti-Infective Agents
1         Antiinfectives for Systemic Use
2                         Dermatologicals
3                                 Enzymes
4                   Enzymes and Coenzymes
5                    Glycoside Hydrolases
6                              Hydrolases
7                              Muramidase
8    Muramidase, antagonists & inhibitors
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Quassia,,Biotech,S5249Q85HW,84604-10-4,,,,,,,"0           Quassia amara
1      Quassia amara wood
2    Surinam quassia wood
Name: nan_synonyms, dtype: object","0    Antiparasitic Products, Insecticides and Repel...
1                  Ectoparasiticides, Incl. Scabicides
2    Ectoparasiticides, Incl. Scabicides, Insectici...
Name: nan_cat, dtype: object",
Wood creosote,,Small Molecule,3JYG22FD73,8021-39-4,Not Available,Not Available,,,,,"0         Creosota
1         Creosote
2    Wood creosote
Name: nan_synonyms, dtype: object","0            Benzene Derivatives
1    Cough and Cold Preparations
2                        Cresols
3                   Expectorants
4                        Phenols
Name: nan_cat, dtype: object",
Bromelains,,Biotech,U182GP2CF3,9001-00-7,,,,,,,"0             Bromelain
1       Bromelain juice
2    Bromelain protease
3            Bromelaina
4           Bromelaines
5            Bromelains
6    Pineapple protease
Name: nan_synonyms, dtype: object","0                             Cysteine Endopeptidases
1                                  Cysteine Proteases
2                                     Dermatologicals
3                                      Endopeptidases
4                                             Enzymes
5                               Enzymes and Coenzymes
6                             Gastrointestinal Agents
7                                          Hydrolases
8                             Musculo-Skeletal System
9                                  Peptide Hydrolases
10    Preparations for Treatment of Wounds and Ulcers
Name: nan_cat, dtype: object",
Miocamycin,,Biotech,3T48CPS7U2,55881-07-7,,,,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL1091024,,,"0    Midecamycin acetate
Name: nan_synonyms, dtype: object","0                                 Anti-Bacterial Agents
1                                 Anti-Infective Agents
2                       Antibacterials for Systemic Use
3                       Antiinfectives for Systemic Use
4                     Cytochrome P-450 CYP3A Inhibitors
5                    Cytochrome P-450 CYP3A4 Inhibitors
6     Cytochrome P-450 CYP3A4 Inhibitors (strength u...
7                    Cytochrome P-450 Enzyme Inhibitors
8                                              Lactones
9                                            Macrolides
10          Macrolides, Lincosamides and Streptogramins
11                                          Polyketides
Name: nan_cat, dtype: object",
Ipecac,,Small Molecule,62I3C8233L,8012-96-2,,,,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL2108372,,,"0          Ipecac
1    Ipecac syrup
2     Ipecacuanha
3         Ipsatol
Name: nan_synonyms, dtype: object","0             Agents Causing Muscle Toxicity
1                                  Antidotes
2                           Autonomic Agents
3                        Biological Products
4              Central Nervous System Agents
5                           Complex Mixtures
6                Cough and Cold Preparations
7         Cytochrome P-450 CYP2D6 Substrates
8          Cytochrome P-450 CYP3A Substrates
9         Cytochrome P-450 CYP3A4 Substrates
10               Cytochrome P-450 Substrates
11    Drugs that are Mainly Renally Excreted
12                                   Emetics
13                              Expectorants
14                   Gastrointestinal Agents
15          Peripheral Nervous System Agents
16                            Plant Extracts
17                        Plant Preparations
Name: nan_cat, dtype: object",
Atracurium,,Small Molecule,2GQ1IRY63P,64228-79-1,Not Available,Not Available,,,,,"Series([], Name: nan_synonyms, dtype: object)","0                              Anticholinergic Agents
1                                 Benzylisoquinolines
2                  Central Nervous System Depressants
3                                  Cholinergic Agents
4                  Heterocyclic Compounds, Fused-Ring
5                                       Isoquinolines
6                                    Muscle Relaxants
7        Muscle Relaxants, Peripherally Acting Agents
8                             Musculo-Skeletal System
9                                Neuromuscular Agents
10                      Neuromuscular Blocking Agents
11             Neuromuscular Nondepolarizing Blockade
12    Neuromuscular-Blocking Agents (Nondepolarizing)
13                            Neurotransmitter Agents
14                              Nicotinic Antagonists
15                   Peripheral Nervous System Agents
Name: nan_cat, dtype: object",
Sulglicotide,,Small Molecule,26473073GC,54182-59-1,Not Available,Not Available,,,,,"0    Sulglicotide
Name: nan_synonyms, dtype: object","0                      Alimentary Tract and Metabolism
1                  Amino Acids, Peptides, and Proteins
2                                    Anti-Ulcer Agents
3                     Drugs for Acid Related Disorders
4    Drugs for Peptic Ulcer and Gastro-Oesophageal ...
5                              Gastrointestinal Agents
6                                        Glycopeptides
7                                        Glycoproteins
8                                             Peptides
9                                             Proteins
Name: nan_cat, dtype: object",
Hachimycin,,Small Molecule,7073J025LS,1394-02-1,Not Available,Not Available,,,,,"0    Hachimycin
Name: nan_synonyms, dtype: object","0                           Anti-Infective Agents
1              Antifungals for Dermatological Use
2                     Antifungals for Topical Use
3                 Antiinfectives for Systemic Use
4                   Antimycotics for Systemic Use
5                            Antiparasitic Agents
6                                 Dermatologicals
7          Genito Urinary System and Sex Hormones
8    Gynecological Antiinfectives and Antiseptics
Name: nan_cat, dtype: object",
Calcium lactate gluconate,,Small Molecule,472LWJ3Y9N,11116-97-5,Not Available,Not Available,,,,,"Series([], Name: nan_synonyms, dtype: object)","0    Alimentary Tract and Metabolism
1                      Calcium Salts
2                Mineral Supplements
Name: nan_cat, dtype: object",
Calcium alginate,,Small Molecule,8P20S56HZI,9005-35-0,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","0                       Blood and Blood Forming Organs
1                                        Carbohydrates
2    Compounds used in a research, industrial, or h...
3                                          Hemostatics
4                                    Local Hemostatics
5                                      Polysaccharides
Name: nan_cat, dtype: object",
Edrecolomab,,Biotech,0KYI9U9FSJ,156586-89-9,,,,,,,"0    Edrecolomab
Name: nan_synonyms, dtype: object","0                                Adjuvants, Immunologic
1                   Amino Acids, Peptides, and Proteins
2                                            Antibodies
3                                Antibodies, Monoclonal
4                                 Antineoplastic Agents
5            Antineoplastic and Immunomodulating Agents
6                                        Blood Proteins
7                                  Cancer immunotherapy
8                                             Globulins
9                                       Immunoglobulins
10                                  Immunologic Factors
11                                       Immunoproteins
12                                        Immunotherapy
13    MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUG...
14                                             Proteins
15                                      Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Dihydroergocryptine,,Small Molecule,67V3FSL2GL,Not Available,,,,,,,"Series([], Name: nan_synonyms, dtype: object)","0                      Agents that produce hypertension
1                                             Alkaloids
2                                  Anti-Parkinson Drugs
3                                 Cardiovascular Agents
4                     Cytochrome P-450 CYP3A Substrates
5                    Cytochrome P-450 CYP3A4 Substrates
6     Cytochrome P-450 CYP3A4 Substrates (strength u...
7                           Cytochrome P-450 Substrates
8                                       Dopamine Agents
9                                     Dopamine Agonists
10                      Ergot Alkaloids and Derivatives
11          Ergot-derivative Dopamine Receptor Agonists
12                                          Ergotamines
13                   Heterocyclic Compounds, Fused-Ring
14                                       Nervous System
15                              Neurotransmitter Agents
16                                  Vasodilating Agents
Name: nan_cat, dtype: object",
,,,,,,,,,,,"Series([], Name: nan_synonyms, dtype: object)",,
Guar gum,,Small Molecule,E89I1637KE,9000-30-0,Not Available,Not Available,,,,,"Series([], Name: nan_synonyms, dtype: object)","0                       Alimentary Tract and Metabolism
1                                   Biological Products
2                                           Biopolymers
3                         Blood Glucose Lowering Agents
4                                         Carbohydrates
5                                      Complex Mixtures
6     Compounds used in a research, industrial, or h...
7                                         Dietary Fiber
8                                Drugs Used in Diabetes
9                             Macromolecular Substances
10                                       Plant Exudates
11                                             Polymers
12                                      Polysaccharides
Name: nan_cat, dtype: object",
Prethcamide,,Small Molecule,41A1FCW148,8015-51-8,Not Available,Not Available,,,,,"Series([], Name: nan_synonyms, dtype: object)","0                         Acids, Acyclic
1                            Amino Acids
2    Amino Acids, Peptides, and Proteins
3                              Butyrates
4              Respiratory System Agents
Name: nan_cat, dtype: object",
